run_id,duration_ms,success
1,6.49,1
2,3.51,1
3,2.47,1
4,2.93,1
5,15.50,1
6,2.60,1
7,3.56,1
8,2.70,1
9,3.02,1
10,5.96,1
11,17.34,1
12,2.78,1
13,3.11,1
14,2.92,1
15,2.92,1
16,3.36,1
17,2.86,1
18,4.02,1
19,3.50,1
20,2.48,1
21,2.65,1
22,2.96,1
23,3.51,1
24,2.91,1
25,2.55,1
26,2.52,1
27,4.93,1
28,3.19,1
29,2.88,1
30,2.97,1
31,16.32,1
32,2.89,1
33,2.82,1
34,26.27,1
35,43.37,1
36,6.71,1
37,2.85,1
38,2.64,1
39,5.30,1
40,3.81,1
41,4.00,1
42,5.06,1
43,16.64,1
44,2.54,1
45,3.27,1
46,2.14,1
47,2.30,1
48,6.48,1
49,2.40,1
50,3.01,1
51,2.14,1
52,3.15,1
53,3.89,1
54,4.38,1
55,8.72,1
56,7.31,1
57,3.23,1
58,5.39,1
59,24.23,1
60,13.18,1
61,2.92,1
62,2.71,1
63,3.95,1
64,3.21,1
65,2.48,1
66,8.98,1
67,2.63,1
68,2.79,1
69,12.19,1
70,23.77,1
71,2.94,1
72,2.32,1
73,3.54,1
74,2.43,1
75,11.41,1
76,6.65,1
77,8.76,1
78,17.04,1
79,2.31,1
80,2.87,1
81,2.14,1
82,2.81,1
83,19.88,1
84,3.02,1
85,2.57,1
86,152.24,1
87,142.59,1
88,54.86,1
89,6.40,1
90,10.89,1
91,2.77,1
92,2.58,1
93,2.41,1
94,2.58,1
95,6.52,1
96,4.34,1
97,57.81,1
98,5.51,1
99,6.05,1
100,2.60,1
101,5.62,1
102,2.63,1
103,9.92,1
104,19.41,1
105,28.03,1
106,2.70,1
107,4.04,1
108,83.28,1
109,64.33,1
110,2.90,1
111,2.62,1
112,3.01,1
113,12.93,1
114,42.10,1
115,3.17,1
116,36.61,1
117,32.20,1
118,7.84,1
119,11.30,1
120,8.59,1
121,27.33,1
122,4.18,1
123,7.86,1
124,11.67,1
125,11.21,1
126,7.99,1
127,16.50,1
128,6.03,1
129,12.06,1
130,13.87,1
131,9.89,1
132,6.32,1
133,28.00,1
134,7.75,1
135,11.55,1
136,6.07,1
137,12.62,1
138,94.49,1
139,116.51,1
140,39.17,1
141,11.39,1
142,7.46,1
143,6.40,1
144,7.74,1
145,17.41,1
146,19.14,1
147,24.88,1
148,3.89,1
149,35.16,1
150,6.44,1
151,28.54,1
152,9.71,1
153,5.01,1
154,59.59,1
155,3.61,1
156,2.83,1
157,8.52,1
158,16.45,1
159,2.64,1
160,49.42,1
161,16.75,1
162,5.70,1
163,38.19,1
164,10.58,1
165,16.13,1
166,16.85,1
167,10.16,1
168,28.78,1
169,18.30,1
170,3.37,1
171,16.84,1
172,3.66,1
173,3.76,1
174,31.87,1
175,6.83,1
176,6.18,1
177,7.38,1
178,22.25,1
179,16.39,1
180,69.15,1
181,5.31,1
182,4.90,1
183,18.21,1
184,5.21,1
185,10.87,1
186,24.39,1
187,6.55,1
188,21.20,1
189,49.31,1
190,5.43,1
191,8.03,1
192,5.50,1
193,7.34,1
194,8.06,1
195,75.04,1
196,40.10,1
197,32.19,1
198,26.92,1
199,25.70,1
200,28.90,1
201,17.22,1
202,23.41,1
203,13.88,1
204,2.17,1
205,12.65,1
206,6.30,1
207,29.06,1
208,14.67,1
209,12.79,1
210,7.14,1
211,12.43,1
212,2.95,1
213,59.44,1
214,31.32,1
215,19.77,1
216,11.79,1
217,6.43,1
218,2.72,1
219,35.25,1
220,3.07,1
221,9.62,1
222,3.06,1
223,11.60,1
224,22.82,1
225,6.79,1
226,6.92,1
227,8.41,1
228,2.65,1
229,17.53,1
230,6.08,1
