run_id,duration_ms,success
1,606.78,1
2,437.79,1
3,409.65,1
4,453.19,1
5,473.34,1
6,4833.76,1
7,430.27,1
8,1402.79,1
9,408.27,1
10,418.77,1
11,438.51,1
12,1452.16,1
13,1699.09,1
14,1791.51,1
15,454.04,1
16,436.12,1
17,425.00,1
18,413.62,1
19,822.48,1
20,502.79,1
21,428.87,1
22,1449.78,1
23,1407.76,1
24,1473.24,1
25,1839.48,1
26,2006.16,1
27,415.22,1
28,2667.46,1
29,435.59,1
30,410.61,1
31,407.25,1
32,413.91,1
33,1422.88,1
34,1439.65,1
35,440.11,1
36,413.61,1
37,439.64,1
38,419.98,1
39,517.25,1
40,417.91,1
41,427.99,1
42,403.93,1
43,406.06,1
44,418.33,1
45,436.64,1
46,410.00,1
47,408.44,1
48,1436.80,1
49,1443.65,1
50,408.28,1
51,1407.69,1
52,404.65,1
53,405.30,1
54,2079.22,1
55,762.81,1
56,662.73,1
57,1442.20,1
58,411.51,1
59,413.69,1
60,425.87,1
61,1425.03,1
62,411.56,1
63,449.48,1
64,1455.51,1
65,441.26,1
66,410.73,1
67,424.67,1
68,406.95,1
69,459.74,1
70,410.01,1
71,413.13,1
72,426.39,1
73,417.59,1
74,425.69,1
75,412.58,1
76,405.92,1
77,1909.28,1
78,1452.60,1
79,404.86,1
80,427.05,1
81,476.56,1
82,403.38,1
83,482.64,1
84,1425.12,1
85,417.81,1
86,416.03,1
87,432.30,1
88,406.13,1
89,415.74,1
90,411.56,1
91,404.85,1
92,447.17,1
93,525.34,1
94,469.51,1
95,412.54,1
96,442.32,1
97,451.93,1
98,405.53,1
99,414.16,1
100,466.21,1
101,412.94,1
102,446.56,1
103,1506.15,1
104,1429.88,1
105,425.42,1
106,433.48,1
107,852.60,1
108,1453.60,1
109,410.41,1
110,1943.73,1
111,421.99,1
112,412.70,1
113,410.79,1
114,413.21,1
115,407.86,1
116,418.15,1
117,417.34,1
118,406.61,1
119,419.36,1
120,479.50,1
121,457.89,1
122,463.97,1
123,406.86,1
124,2230.22,1
125,425.80,1
126,1515.09,1
127,415.54,1
128,1683.62,1
129,2746.53,1
130,422.34,1
131,405.75,1
132,414.09,1
133,479.26,1
134,1439.95,1
135,609.98,1
136,415.02,1
137,609.25,1
138,473.46,1
139,458.30,1
140,407.09,1
141,406.78,1
142,470.31,1
143,433.44,1
144,520.82,1
145,405.29,1
146,421.09,1
147,1939.52,1
148,467.09,1
149,409.71,1
150,406.21,1
151,1663.51,1
152,404.81,1
153,1067.65,1
154,430.02,1
155,437.48,1
156,552.67,1
157,1672.93,1
158,1414.52,1
159,405.95,1
160,433.94,1
161,532.22,1
162,457.86,1
163,521.44,1
164,410.42,1
165,405.21,1
166,420.28,1
167,486.03,1
168,403.30,1
169,405.62,1
170,407.24,1
171,484.00,1
172,681.18,1
173,532.30,1
174,451.51,1
175,2083.58,1
176,1412.60,1
177,2845.89,1
178,424.81,1
179,497.41,1
180,408.09,1
181,419.36,1
182,435.39,1
183,2660.53,1
184,424.63,1
185,418.18,1
186,447.06,1
187,1433.92,1
188,417.75,1
189,451.16,1
190,429.61,1
191,1982.53,1
192,430.07,1
193,509.69,1
194,2003.86,1
195,426.29,1
196,584.40,1
197,423.08,1
198,1715.86,1
199,421.83,1
200,431.58,1
201,419.17,1
202,541.57,1
203,412.44,1
204,447.70,1
205,1435.76,1
206,526.12,1
207,411.83,1
208,485.11,1
209,410.26,1
210,406.97,1
211,2134.03,1
212,410.48,1
213,433.95,1
214,1690.12,1
215,422.82,1
216,406.19,1
217,430.07,1
218,434.40,1
219,435.96,1
220,404.71,1
221,428.58,1
222,413.35,1
223,425.19,1
224,416.32,1
225,413.93,1
226,1865.59,1
227,403.43,1
228,1855.80,1
229,424.25,1
230,406.95,1
231,1606.94,1
232,412.20,1
233,415.12,1
234,414.15,1
235,1777.84,1
236,427.75,1
237,418.39,1
238,2022.48,1
239,527.63,1
240,1427.70,1
241,1716.28,1
242,440.05,1
243,420.49,1
244,416.15,1
245,2687.25,1
246,416.20,1
247,1454.22,1
248,412.27,1
249,416.60,1
250,408.03,1
251,541.00,1
252,408.38,1
253,3424.26,1
254,3422.21,1
255,1408.02,1
256,416.28,1
257,1642.40,1
258,413.12,1
259,418.04,1
260,439.53,1
261,421.29,1
262,406.47,1
263,438.89,1
264,433.55,1
265,1666.46,1
266,408.38,1
267,1436.59,1
268,2620.45,1
269,404.63,1
270,422.00,1
271,425.86,1
272,410.43,1
273,425.88,1
274,403.87,1
275,435.00,1
276,414.68,1
277,466.69,1
278,486.38,1
279,422.09,1
280,1550.48,1
281,468.41,1
282,457.80,1
283,499.31,1
284,741.66,1
285,432.81,1
286,444.23,1
287,411.90,1
288,441.46,1
289,489.25,1
290,412.02,1
291,406.11,1
292,1995.86,1
293,417.83,1
294,467.85,1
295,409.93,1
296,438.00,1
297,415.33,1
298,558.59,1
299,1413.85,1
300,428.63,1
301,492.78,1
302,418.48,1
303,1506.80,1
304,1658.34,1
305,428.67,1
306,423.50,1
307,1863.37,1
308,544.36,1
309,412.62,1
310,410.84,1
311,2435.39,1
312,404.76,1
313,413.63,1
314,416.62,1
315,435.07,1
316,443.18,1
317,669.32,1
318,412.19,1
319,419.04,1
320,492.10,1
321,8930.63,1
322,1437.19,1
323,408.15,1
324,409.19,1
325,1408.17,1
326,423.92,1
327,410.97,1
328,409.56,1
329,530.04,1
330,424.77,1
331,694.22,1
332,1428.30,1
333,408.24,1
334,403.94,1
335,414.17,1
336,2889.50,1
337,415.68,1
338,1426.56,1
339,467.37,1
340,428.24,1
341,407.02,1
342,415.47,1
343,412.37,1
344,496.62,1
345,1676.93,1
346,431.19,1
347,406.96,1
348,666.96,1
349,412.02,1
350,2244.94,1
351,414.72,1
352,439.35,1
353,414.27,1
354,415.58,1
355,5344.46,1
356,428.81,1
357,616.71,1
358,514.01,1
359,427.29,1
360,406.01,1
361,996.04,1
362,495.81,1
363,462.60,1
364,1436.65,1
365,403.00,1
366,406.77,1
367,419.43,1
368,1430.93,1
369,416.98,1
370,3022.30,1
371,403.34,1
372,442.29,1
373,423.21,1
374,429.42,1
375,418.98,1
376,410.81,1
377,587.34,1
378,435.27,1
379,411.77,1
380,1864.74,1
381,432.51,1
382,409.13,1
383,419.24,1
384,406.38,1
