sig_alg,kem_alg,nc_median_ms,nc_p95_ms,nc_p99_ms,nc_success_rate,nc_bytes_per_conn,nc_packets_per_conn,nc_retrans,c_median_ms,c_p95_ms,c_p99_ms,c_success_rate,c_bytes_per_conn,c_packets_per_conn,c_retrans,gain_median_pct,gain_bytes_pct,gain_packets_pct,gain_retrans_pct
mldsa44,mlkem512,62.0,311.04999999999995,598.1799999999998,100.0,10423,18,34,53.0,208.34999999999968,317.37999999999965,100.0,10435,18,35,14.516129032258066,-0.12154359210630272,0.03332963004110781,-2.941176470588235
mldsa65,hqc192,144.5,405.49999999999955,618.1199999999999,100.0,25229,25,16,156.0,459.0999999999999,700.4099999999996,100.0,25242,25,10,-7.958477508650519,-0.05320946963666886,-0.21624219125419866,37.5
mldsa65,mlkem768,52.5,210.0,365.4699999999996,100.0,13679,20,34,47.0,198.14999999999986,338.2099999999998,100.0,13684,20,19,10.476190476190476,-0.037401165274294934,0.1497990353697708,44.11764705882353
mldsa87,mlkem1024,52.5,214.0,423.38999999999965,100.0,17945,22,29,52.0,205.0999999999999,359.48999999999955,100.0,17963,22,32,0.9523809523809524,-0.09947976518495175,-0.19130910084721708,-10.344827586206897
