sig_alg,kem_alg,nc_median_ms,nc_p95_ms,nc_p99_ms,nc_success_rate,nc_bytes_per_conn,nc_packets_per_conn,nc_retrans,c_median_ms,c_p95_ms,c_p99_ms,c_success_rate,c_bytes_per_conn,c_packets_per_conn,c_retrans,gain_median_pct,gain_bytes_pct,gain_packets_pct,gain_retrans_pct
mldsa44,mlkem512,1406.0,3000.399999999996,3607.2999999999997,100.0,10689,22,216,1391.5,3033.6499999999996,4131.509999999999,100.0,10687,22,237,1.031294452347084,0.023032261818623785,0.8424676148201828,-9.722222222222223
mldsa65,hqc192,2111.5,4556.0,5719.439999999994,100.0,25797,34,315,2107.5,4769.8499999999985,6446.69,100.0,25831,34,275,0.18943878759175942,-0.13296988799161075,0.13658768335411658,12.698412698412698
mldsa65,mlkem768,1497.0,3830.449999999996,5297.299999999999,100.0,13931,24,255,1452.0,3656.25,5087.289999999999,100.0,13950,24,224,3.006012024048096,-0.1385289912364562,0.6970954356846589,12.156862745098039
mldsa87,mlkem1024,1831.5,3571.8499999999995,4744.319999999999,100.0,18351,28,209,1818.5,3626.1499999999996,4456.789999999988,100.0,18328,28,211,0.7098007098007098,0.12345002214078182,0.3073624017155185,-0.9569377990430622
