run_id,duration_ms,success
1,464,1
2,471,1
3,278,1
4,767,1
5,291,1
6,320,1
7,298,1
8,357,1
9,686,1
10,1679,1
11,601,1
12,568,1
13,363,1
14,491,1
15,473,1
16,1284,1
17,431,1
18,663,1
19,694,1
20,1005,1
21,845,1
22,545,1
23,326,1
24,429,1
25,433,1
26,274,1
27,467,1
28,972,1
29,312,1
30,539,1
31,357,1
32,403,1
33,404,1
34,540,1
35,1180,1
36,283,1
37,1576,1
38,804,1
39,515,1
40,315,1
41,366,1
42,597,1
43,348,1
44,446,1
45,307,1
46,333,1
47,400,1
48,1124,1
49,333,1
50,296,1
51,324,1
52,313,1
53,345,1
54,278,1
55,515,1
56,395,1
57,546,1
58,542,1
59,631,1
60,639,1
61,625,1
62,414,1
63,549,1
64,293,1
65,1437,1
66,993,1
67,325,1
68,344,1
69,399,1
70,586,1
71,637,1
72,441,1
73,877,1
74,579,1
75,344,1
76,340,1
77,651,1
78,362,1
79,324,1
80,301,1
81,269,1
82,350,1
83,353,1
84,291,1
85,408,1
86,1194,1
87,293,1
88,409,1
89,443,1
90,366,1
91,356,1
92,492,1
93,674,1
94,1155,1
95,1017,1
96,498,1
97,558,1
98,700,1
99,450,1
100,344,1
101,329,1
102,491,1
103,2596,1
104,817,1
105,349,1
106,446,1
107,400,1
108,334,1
109,355,1
110,334,1
111,380,1
112,343,1
113,433,1
114,378,1
115,465,1
116,336,1
117,386,1
118,346,1
119,456,1
120,390,1
121,267,1
122,334,1
123,385,1
124,1895,1
125,378,1
126,347,1
127,467,1
128,357,1
129,320,1
130,328,1
131,307,1
132,293,1
133,350,1
134,303,1
135,2555,1
136,946,1
137,522,1
138,457,1
139,298,1
140,441,1
141,493,1
142,365,1
143,1347,1
144,333,1
145,480,1
146,312,1
147,525,1
148,623,1
149,391,1
150,310,1
151,369,1
152,276,1
153,455,1
154,271,1
155,344,1
156,476,1
157,409,1
158,355,1
159,325,1
160,350,1
161,305,1
162,335,1
163,552,1
164,379,1
165,464,1
166,430,1
167,638,1
168,390,1
169,1770,1
170,947,1
171,956,1
172,950,1
173,367,1
174,720,1
175,796,1
176,901,1
177,416,1
178,1503,1
179,488,1
180,416,1
181,343,1
182,538,1
183,1181,1
184,364,1
185,1449,1
186,547,1
187,356,1
188,282,1
189,289,1
190,349,1
191,275,1
192,347,1
193,422,1
194,354,1
195,436,1
196,631,1
197,1181,1
198,378,1
199,357,1
200,408,1
201,379,1
202,317,1
203,267,1
204,346,1
205,289,1
206,373,1
207,358,1
208,498,1
209,1679,1
210,598,1
211,507,1
212,378,1
213,478,1
214,596,1
215,2929,1
216,307,1
217,336,1
218,282,1
219,481,1
220,298,1
221,271,1
222,366,1
223,3894,1
224,426,1
225,550,1
226,395,1
227,495,1
228,460,1
229,801,1
230,759,1
231,387,1
232,1618,1
233,372,1
234,976,1
235,358,1
236,298,1
237,678,1
238,437,1
239,456,1
240,331,1
241,1445,1
242,653,1
243,600,1
244,327,1
245,392,1
246,592,1
247,1022,1
248,418,1
249,308,1
250,422,1
251,282,1
252,327,1
253,285,1
254,295,1
255,510,1
256,338,1
257,394,1
258,660,1
259,573,1
260,617,1
261,478,1
262,424,1
263,437,1
264,552,1
265,360,1
266,617,1
267,535,1
268,559,1
269,328,1
270,367,1
271,326,1
272,1081,1
273,541,1
274,346,1
275,730,1
276,295,1
277,486,1
278,470,1
279,515,1
280,356,1
281,565,1
282,710,1
283,347,1
284,602,1
285,394,1
286,298,1
287,299,1
288,446,1
289,333,1
290,322,1
291,313,1
292,569,1
293,397,1
294,1421,1
295,407,1
296,342,1
297,359,1
298,483,1
299,422,1
300,292,1
301,417,1
302,305,1
303,681,1
304,284,1
305,538,1
306,775,1
307,369,1
308,458,1
309,1544,1
310,456,1
311,575,1
312,318,1
313,364,1
314,373,1
315,265,1
316,544,1
317,316,1
318,330,1
319,577,1
320,732,1
321,784,1
322,415,1
323,604,1
324,456,1
325,834,1
326,2746,1
327,615,1
328,634,1
329,1504,1
330,488,1
331,389,1
332,306,1
333,428,1
334,264,1
335,283,1
336,294,1
337,1403,1
338,320,1
339,355,1
340,560,1
341,364,1
342,439,1
343,622,1
344,896,1
345,443,1
346,349,1
347,340,1
348,452,1
349,307,1
350,396,1
351,368,1
352,315,1
353,298,1
354,311,1
355,493,1
356,284,1
357,318,1
358,428,1
359,330,1
360,290,1
361,567,1
362,356,1
363,367,1
364,1058,1
365,325,1
366,457,1
367,452,1
368,325,1
369,410,1
370,289,1
371,311,1
372,368,1
373,300,1
374,325,1
375,284,1
376,297,1
377,336,1
378,292,1
379,419,1
380,432,1
381,357,1
382,377,1
383,317,1
384,304,1
385,348,1
386,576,1
387,412,1
388,408,1
389,443,1
390,940,1
391,365,1
392,295,1
393,338,1
394,672,1
395,323,1
396,407,1
397,346,1
398,298,1
399,332,1
400,308,1
401,362,1
402,446,1
403,362,1
404,301,1
405,338,1
406,410,1
407,353,1
408,443,1
409,438,1
410,509,1
411,518,1
412,358,1
413,341,1
414,335,1
415,294,1
416,333,1
417,418,1
418,466,1
419,642,1
420,325,1
421,363,1
422,313,1
423,305,1
424,320,1
425,533,1
426,300,1
427,288,1
428,321,1
429,587,1
430,373,1
431,325,1
432,747,1
433,343,1
434,310,1
435,285,1
436,293,1
437,956,1
438,267,1
439,264,1
440,313,1
441,500,1
442,742,1
443,506,1
444,435,1
445,417,1
446,438,1
447,291,1
448,336,1
449,347,1
450,429,1
451,1302,1
452,1961,1
453,550,1
454,311,1
455,484,1
456,1139,1
457,574,1
458,417,1
459,276,1
460,325,1
461,322,1
462,303,1
463,340,1
464,319,1
465,1330,1
466,420,1
467,367,1
468,262,1
469,626,1
470,384,1
471,417,1
472,1175,1
473,738,1
474,339,1
475,330,1
476,1503,1
477,311,1
478,366,1
479,391,1
480,516,1
481,1040,1
482,387,1
483,465,1
484,697,1
485,417,1
486,1037,1
487,852,1
488,416,1
489,816,1
490,588,1
491,383,1
492,510,1
493,316,1
494,391,1
495,377,1
496,413,1
497,316,1
498,718,1
499,399,1
500,259,1
