run_id,duration_ms,success
1,248.04,1
2,70.49,1
3,165.38,1
4,80.93,1
5,34.07,1
6,90.19,1
7,74.40,1
8,64.50,1
9,115.13,1
10,42.82,1
11,140.46,1
12,57.32,1
13,58.36,1
14,67.11,1
15,19.73,1
16,89.90,1
17,128.65,1
18,9.64,1
19,297.56,1
20,16.60,1
21,47.60,1
22,116.90,1
23,402.46,1
24,120.19,1
25,6.33,1
26,182.03,1
27,81.49,1
28,83.32,1
29,76.22,1
30,178.40,1
31,22.84,1
32,85.45,1
33,36.46,1
34,22.98,1
35,368.18,1
36,117.67,1
37,81.26,1
38,127.36,1
39,116.69,1
40,77.20,1
41,131.46,1
42,178.71,1
43,9.75,1
44,159.39,1
45,168.89,1
46,65.36,1
47,46.40,1
48,14.39,1
49,34.58,1
50,40.23,1
51,34.38,1
52,56.23,1
53,90.46,1
54,13.16,1
55,16.91,1
56,77.13,1
57,35.42,1
58,34.39,1
59,158.85,1
60,133.41,1
61,37.91,1
62,150.22,1
63,35.50,1
64,30.17,1
65,16.79,1
66,63.37,1
67,30.11,1
68,174.58,1
69,178.59,1
70,137.38,1
71,427.51,1
72,129.20,1
73,114.51,1
74,152.35,1
75,28.62,1
76,15.78,1
77,282.60,1
78,62.31,1
79,77.46,1
80,73.56,1
81,16.78,1
82,241.68,1
83,62.18,1
84,156.14,1
85,189.46,1
86,47.90,1
87,175.86,1
88,81.12,1
89,3.27,1
90,196.36,1
91,143.36,1
92,584.78,1
93,203.57,1
94,222.01,1
95,196.10,1
96,10.77,1
97,291.88,1
98,256.73,1
99,124.54,1
100,542.34,1
101,275.25,1
102,124.48,1
103,167.98,1
104,20.00,1
105,145.19,1
106,7.06,1
107,29.65,1
108,137.24,1
109,195.38,1
110,86.21,1
111,28.79,1
112,230.76,1
113,90.11,1
114,17.21,1
115,195.03,1
116,41.08,1
117,201.31,1
118,73.56,1
119,107.77,1
120,118.83,1
121,226.82,1
122,146.62,1
123,91.56,1
124,155.90,1
125,238.78,1
126,227.03,1
127,378.21,1
128,239.87,1
129,18.76,1
130,156.32,1
131,7.50,1
132,50.47,1
133,154.83,1
134,149.73,1
135,254.81,1
136,100.98,1
137,47.88,1
138,274.49,1
139,270.51,1
140,23.86,1
141,91.69,1
142,18.88,1
143,59.51,1
144,24.11,1
145,123.74,1
146,201.78,1
147,29.30,1
148,31.02,1
149,66.08,1
150,51.74,1
151,67.54,1
152,555.83,1
153,140.44,1
154,149.28,1
155,179.44,1
156,3.65,1
157,25.29,1
158,34.13,1
159,104.64,1
160,62.92,1
161,49.87,1
162,84.98,1
163,86.10,1
164,238.66,1
165,2.58,1
166,89.90,1
167,45.72,1
168,114.58,1
169,168.61,1
170,58.45,1
171,24.24,1
172,93.09,1
173,115.19,1
174,130.39,1
175,124.86,1
176,37.74,1
177,30.19,1
178,39.70,1
179,17.74,1
180,190.05,1
181,55.09,1
182,63.33,1
183,53.27,1
184,37.63,1
185,364.87,1
186,79.29,1
187,37.49,1
188,97.34,1
189,61.22,1
190,37.22,1
191,100.63,1
192,100.45,1
193,14.55,1
194,18.45,1
195,10.69,1
196,31.09,1
197,27.87,1
198,44.42,1
199,41.80,1
200,31.74,1
201,33.91,1
202,25.94,1
203,121.74,1
204,144.96,1
205,12.83,1
206,85.15,1
207,68.59,1
208,11.88,1
209,28.88,1
210,35.54,1
211,107.64,1
212,7.77,1
213,235.75,1
214,124.78,1
215,9.76,1
216,9.79,1
217,8.03,1
218,95.58,1
219,47.82,1
220,92.29,1
221,78.04,1
222,89.03,1
223,154.19,1
224,26.98,1
225,177.18,1
226,45.44,1
227,159.37,1
228,162.05,1
229,86.27,1
230,54.97,1
231,47.81,1
232,19.61,1
233,103.56,1
234,101.31,1
235,74.06,1
236,143.56,1
237,12.48,1
238,69.13,1
239,38.92,1
240,115.83,1
241,250.34,1
242,104.75,1
243,153.82,1
244,13.54,1
245,6.41,1
246,78.71,1
247,22.37,1
248,29.49,1
249,36.62,1
250,81.87,1
251,15.02,1
252,4.93,1
253,43.82,1
254,49.37,1
255,165.02,1
256,11.26,1
257,23.83,1
258,24.63,1
259,14.09,1
260,30.68,1
261,150.40,1
262,29.81,1
263,61.72,1
264,128.14,1
265,48.24,1
266,406.81,1
267,24.64,1
268,18.61,1
269,20.59,1
270,48.27,1
271,25.38,1
272,144.25,1
273,105.37,1
274,34.81,1
275,34.99,1
276,58.64,1
277,260.65,1
278,47.53,1
279,42.85,1
280,169.46,1
281,10.25,1
282,39.14,1
283,228.72,1
284,278.24,1
285,153.54,1
286,313.52,1
287,9.49,1
288,144.09,1
289,42.01,1
290,18.81,1
291,22.73,1
292,25.74,1
293,27.81,1
294,94.36,1
295,108.47,1
296,24.45,1
297,33.86,1
298,67.60,1
299,31.06,1
300,26.79,1
301,17.44,1
302,48.68,1
303,153.24,1
304,5.81,1
305,171.96,1
306,16.03,1
307,107.09,1
308,14.90,1
309,15.91,1
310,13.90,1
311,20.34,1
312,20.83,1
313,27.95,1
314,176.92,1
315,30.64,1
316,31.82,1
317,18.60,1
318,74.68,1
319,69.12,1
320,111.40,1
321,165.87,1
322,42.55,1
323,35.28,1
324,35.30,1
325,31.79,1
326,19.27,1
327,171.19,1
328,38.57,1
329,8.45,1
330,38.31,1
331,79.05,1
332,28.49,1
333,230.06,1
334,15.07,1
335,133.23,1
336,59.30,1
337,60.53,1
338,110.50,1
339,241.20,1
340,2.51,1
341,13.08,1
342,25.15,1
343,10.96,1
344,8.36,1
345,38.84,1
346,23.49,1
347,48.69,1
348,65.38,1
349,8.75,1
350,135.09,1
351,79.55,1
352,61.20,1
353,13.07,1
354,145.43,1
355,226.45,1
356,44.68,1
357,183.91,1
358,23.13,1
359,27.78,1
360,32.15,1
361,27.67,1
362,37.05,1
363,7.03,1
364,42.12,1
365,18.26,1
366,11.41,1
367,68.23,1
368,9.96,1
369,60.69,1
370,55.07,1
371,15.56,1
372,12.06,1
373,10.94,1
374,15.73,1
375,10.05,1
376,10.24,1
377,43.63,1
378,25.69,1
379,21.59,1
380,21.87,1
381,44.33,1
382,61.80,1
383,59.09,1
384,23.62,1
385,50.69,1
386,55.09,1
387,65.43,1
388,6.66,1
389,5.71,1
390,7.29,1
391,20.86,1
392,16.90,1
393,17.86,1
394,11.39,1
395,10.05,1
396,7.02,1
397,9.79,1
398,24.50,1
399,2.74,1
400,20.05,1
401,18.87,1
402,18.98,1
403,22.39,1
404,35.09,1
405,4.80,1
406,9.36,1
407,133.65,1
408,85.81,1
409,13.48,1
410,60.90,1
411,15.02,1
412,14.74,1
413,11.90,1
414,64.19,1
415,19.45,1
416,2.99,1
417,45.29,1
418,32.82,1
419,165.41,1
420,40.95,1
421,39.09,1
422,10.07,1
423,54.47,1
424,97.89,1
425,49.38,1
426,19.56,1
427,10.66,1
428,10.63,1
429,2.88,1
430,21.17,1
431,11.54,1
432,11.75,1
433,19.28,1
434,38.24,1
435,15.26,1
436,2.80,1
437,15.85,1
438,26.91,1
439,4.84,1
440,82.02,1
441,8.31,1
442,33.85,1
443,7.94,1
444,66.17,1
445,12.30,1
446,72.72,1
447,16.70,1
448,57.40,1
449,143.53,1
450,2.83,1
451,28.68,1
452,28.16,1
453,16.17,1
454,32.44,1
455,33.15,1
456,13.66,1
457,18.64,1
458,4.61,1
459,10.76,1
460,15.67,1
461,23.56,1
462,143.79,1
463,22.02,1
464,24.89,1
465,18.55,1
466,11.93,1
467,5.24,1
468,15.60,1
469,114.26,1
470,14.71,1
471,22.20,1
472,85.25,1
473,3.33,1
474,7.24,1
475,12.69,1
476,9.03,1
477,37.62,1
478,12.47,1
479,9.49,1
480,59.24,1
481,19.16,1
482,2.51,1
483,10.49,1
484,28.25,1
485,12.72,1
486,41.94,1
487,7.72,1
488,8.27,1
489,14.45,1
490,3.66,1
491,9.76,1
492,83.22,1
493,16.93,1
494,6.05,1
495,5.97,1
496,9.65,1
497,12.16,1
498,8.00,1
499,6.36,1
500,3.47,1
