sig_alg,kem_alg,nc_median_ms,nc_p95_ms,nc_p99_ms,nc_success_rate,nc_bytes_per_conn,nc_packets_per_conn,nc_retrans,c_median_ms,c_p95_ms,c_p99_ms,c_success_rate,c_bytes_per_conn,c_packets_per_conn,c_retrans,gain_median_pct,gain_bytes_pct,gain_packets_pct,gain_retrans_pct
mldsa44,mlkem512,115.0,483.69999999999936,915.3299999999997,100.0,3924,1,0,103.0,399.24999999999886,731.3099999999997,100.0,3923,1,0,10.434782608695652,0.03223922626877727,0.10020000000000012,N/A
mldsa65,hqc192,281.0,682.5499999999986,1035.4999999999995,100.0,7015,2,0,236.0,623.2999999999997,905.0899999999999,100.0,7039,2,0,16.014234875444842,-0.3412650542130407,-0.039004628292488866,N/A
mldsa65,mlkem768,105.5,381.49999999999955,718.1899999999998,100.0,5320,1,0,115.0,357.0999999999999,478.02,100.0,5319,1,0,-9.004739336492891,0.008287666139133973,0.0,N/A
mldsa87,mlkem1024,114.0,372.04999999999995,606.4499999999996,100.0,7240,1,0,103.0,351.0999999999999,511.06999999999994,100.0,7238,1,0,9.649122807017543,0.016635626743123213,0.0,N/A
