sig_alg,kem_alg,nc_median_ms,nc_p95_ms,nc_p99_ms,nc_success_rate,nc_bytes_per_conn,nc_packets_per_conn,nc_retrans,c_median_ms,c_p95_ms,c_p99_ms,c_success_rate,c_bytes_per_conn,c_packets_per_conn,c_retrans,gain_median_pct,gain_bytes_pct,gain_packets_pct,gain_retrans_pct
mldsa44,mlkem512,397.0,1308.6999999999994,2002.099999999999,100.0,3951,1,12,436.0,1378.099999999999,2062.989999999999,100.0,3951,1,13,-9.82367758186398,-0.024192605470365544,-0.5707807478614321,-8.333333333333332
mldsa65,hqc192,621.5,1593.5499999999995,2123.0,100.0,7667,3,15,636.0,1596.5499999999995,2398.3399999999997,100.0,7760,3,18,-2.333065164923572,-1.2120620844590355,0.8887417535518497,-20.0
mldsa65,mlkem768,418.0,1362.5499999999995,2382.2999999999997,100.0,5377,1,9,412.5,1335.3499999999988,1777.0899999999963,100.0,5318,1,7,1.3157894736842104,1.1049005602415225,4.03452786302861,22.22222222222222
mldsa87,mlkem1024,419.0,1451.7999999999993,2342.22,100.0,7037,1,19,401.5,1198.499999999996,1966.9399999999946,100.0,7096,1,9,4.176610978520286,-0.8393199216092381,5.1479681343648425,52.63157894736842
