sig_alg,kem_alg,nc_median_ms,nc_p95_ms,nc_p99_ms,nc_success_rate,nc_bytes_per_conn,nc_packets_per_conn,nc_retrans,c_median_ms,c_p95_ms,c_p99_ms,c_success_rate,c_bytes_per_conn,c_packets_per_conn,c_retrans,gain_median_pct,gain_bytes_pct,gain_packets_pct,gain_retrans_pct
mldsa44,mlkem512,1506.0,4744.2,5674.319999999997,100.0,3984,1,22,1505.5,4801.049999999999,5876.369999999998,100.0,4028,1,19,0.033200531208499334,-1.1052148987005488,-1.9704776493524454,13.636363636363635
mldsa65,hqc192,2016.5,5426.999999999996,7987.119999999997,100.0,8180,3,76,1962.0,5498.499999999998,6732.8899999999985,100.0,8216,3,74,2.7027027027027026,-0.4354532266861549,-0.09893481346737797,2.631578947368421
mldsa65,mlkem768,1548.5,4799.25,6048.5199999999995,100.0,5217,1,18,1545.5,4873.9,6037.069999999998,100.0,5244,1,28,0.19373587342589602,-0.5233892344908907,-5.171859753019943,-55.55555555555556
mldsa87,mlkem1024,1522.5,4909.25,7016.639999999999,100.0,6927,1,18,1525.5,5105.949999999999,6513.769999999999,100.0,6858,1,40,-0.19704433497536944,1.0011784937851884,-8.73258579680598,-122.22222222222223
