run_id,duration_ms,success
1,3431,1
2,1340,1
3,2469,1
4,1674,1
5,1339,1
6,6980,1
7,1507,1
8,1314,1
9,3079,1
10,1440,1
11,1419,1
12,3323,1
13,1309,1
14,1619,1
15,2167,1
16,1260,1
17,1256,1
18,1333,1
19,1783,1
20,1257,1
21,2307,1
22,1265,1
23,1543,1
24,5759,1
25,5152,1
26,2403,1
27,1275,1
28,3048,1
29,1466,1
30,1317,1
31,1354,1
32,1725,1
33,1261,1
34,1258,1
35,1371,1
36,1897,1
37,3810,1
38,1364,1
39,1329,1
40,1435,1
41,1459,1
42,1765,1
43,1593,1
44,1560,1
45,1458,1
46,1264,1
47,1292,1
48,1379,1
49,1616,1
50,1820,1
51,1540,1
52,1252,1
53,1314,1
54,1583,1
55,1514,1
56,3568,1
57,1483,1
58,1415,1
59,1429,1
60,1404,1
61,2121,1
62,1813,1
63,1487,1
64,1737,1
65,1592,1
66,1573,1
67,1259,1
68,1317,1
69,1382,1
70,4991,1
71,1724,1
72,1359,1
73,1872,1
74,1296,1
75,1715,1
76,1551,1
77,2011,1
78,1957,1
79,1714,1
80,1664,1
81,1739,1
82,1514,1
83,3316,1
84,1829,1
85,1390,1
86,1503,1
87,2038,1
88,1640,1
89,3993,1
90,1545,1
91,1562,1
92,1444,1
93,2153,1
94,1356,1
95,1869,1
96,2072,1
97,1735,1
98,1508,1
99,1313,1
100,1437,1
101,3024,1
102,1873,1
103,1393,1
104,1444,1
105,1259,1
106,1821,1
107,1275,1
108,1304,1
109,1404,1
110,1418,1
111,1603,1
112,1937,1
113,1464,1
114,3769,1
115,1499,1
116,1641,1
117,1636,1
118,1411,1
119,1434,1
120,1966,1
121,1503,1
122,1324,1
123,1917,1
124,3713,1
125,1951,1
126,1804,1
127,1715,1
128,1491,1
129,1391,1
130,1480,1
131,1840,1
132,1819,1
133,1391,1
134,1342,1
135,1803,1
136,1242,1
137,1315,1
138,2742,1
139,1261,1
140,1402,1
141,1278,1
142,1334,1
143,1583,1
144,2021,1
145,1373,1
146,1266,1
147,3158,1
